分拣中心,日期,货量
SC14,2024/12/21,1532
SC14,2024/12/22,1532
SC14,2024/12/23,1462
SC14,2024/12/24,1417
SC14,2024/12/25,1442
SC14,2024/12/26,1482
SC14,2024/12/27,1447
SC14,2024/12/28,1496
SC14,2024/12/29,1542
SC14,2024/12/30,1555
SC15,2024/12/1,5179
SC15,2024/12/2,4532
SC15,2024/12/3,4608
SC15,2024/12/4,4856
SC15,2024/12/5,4766
SC15,2024/12/6,4529
SC15,2024/12/7,4617
SC15,2024/12/8,4577
SC15,2024/12/9,4634
SC15,2024/12/10,4569
SC15,2024/12/11,5179
SC15,2024/12/12,4532
SC15,2024/12/13,4608
SC15,2024/12/14,4856
SC15,2024/12/15,4766
SC15,2024/12/16,4529
SC15,2024/12/17,4617
SC15,2024/12/18,4577
SC15,2024/12/19,4634
SC15,2024/12/20,4569
SC15,2024/12/21,5179
SC15,2024/12/22,5179
SC15,2024/12/23,4608
SC15,2024/12/24,4856
SC15,2024/12/25,4766
SC15,2024/12/26,4529
SC15,2024/12/27,4617
SC15,2024/12/28,4577
SC15,2024/12/29,4634
SC15,2024/12/30,4569
SC16,2024/12/1,1434
SC16,2024/12/2,1932
SC16,2024/12/3,1880
SC16,2024/12/4,1818
SC16,2024/12/5,2021
SC16,2024/12/6,2037
SC16,2024/12/7,2076
SC16,2024/12/8,2116
SC16,2024/12/9,2100
SC16,2024/12/10,2080
SC16,2024/12/11,1434
SC16,2024/12/12,1932
SC16,2024/12/13,1880
SC16,2024/12/14,1818
SC16,2024/12/15,2021
SC16,2024/12/16,2037
SC16,2024/12/17,2076
SC16,2024/12/18,2116
SC16,2024/12/19,2100
SC16,2024/12/20,2080
SC16,2024/12/21,1434
SC16,2024/12/22,1434
SC16,2024/12/23,1880
SC16,2024/12/24,1818
SC16,2024/12/25,2021
SC16,2024/12/26,2037
SC16,2024/12/27,2076
SC16,2024/12/28,2116
SC16,2024/12/29,2100
SC16,2024/12/30,2080
SC17,2024/12/1,22512
SC17,2024/12/2,19633
SC17,2024/12/3,19485
SC17,2024/12/4,18461
SC17,2024/12/5,18819
SC17,2024/12/6,18251
SC17,2024/12/7,18281
SC17,2024/12/8,18180
SC17,2024/12/9,18405
SC17,2024/12/10,18732
SC17,2024/12/11,22512
SC17,2024/12/12,19633
SC17,2024/12/13,19485
SC17,2024/12/14,18461
SC17,2024/12/15,18819
SC17,2024/12/16,18251
SC17,2024/12/17,18281
SC17,2024/12/18,18180
SC17,2024/12/19,18405
SC17,2024/12/20,18732
SC17,2024/12/21,22512
SC17,2024/12/22,22512
SC17,2024/12/23,19485
SC17,2024/12/24,18461
SC17,2024/12/25,18819
SC17,2024/12/26,18251
SC17,2024/12/27,18281
SC17,2024/12/28,18180
SC17,2024/12/29,18405
SC17,2024/12/30,18732
SC18,2024/12/1,11205
SC18,2024/12/2,4968
SC18,2024/12/3,4835
SC18,2024/12/4,5022
SC18,2024/12/5,4883
SC18,2024/12/6,5167
SC18,2024/12/7,4883
SC18,2024/12/8,4903
SC18,2024/12/9,4823
SC18,2024/12/10,4835
SC18,2024/12/11,11205
SC18,2024/12/12,4968
SC18,2024/12/13,4835
SC18,2024/12/14,5022
SC18,2024/12/15,4883
SC18,2024/12/16,5167
SC18,2024/12/17,4883
SC18,2024/12/18,4903
SC18,2024/12/19,4823
SC18,2024/12/20,4835
SC18,2024/12/21,11205
SC18,2024/12/22,11205
SC18,2024/12/23,4835
SC18,2024/12/24,5022
SC18,2024/12/25,4883
SC18,2024/12/26,5167
SC18,2024/12/27,4883
SC18,2024/12/28,4903
SC18,2024/12/29,4823
SC18,2024/12/30,4835
SC19,2024/12/1,5567
SC19,2024/12/2,6997
SC19,2024/12/3,6699
SC19,2024/12/4,6618
SC19,2024/12/5,5764
SC19,2024/12/6,5954
SC19,2024/12/7,6270
SC19,2024/12/8,6645
SC19,2024/12/9,6447
SC19,2024/12/10,6483
SC19,2024/12/11,5567
SC19,2024/12/12,6997
SC19,2024/12/13,6699
SC19,2024/12/14,6618
SC19,2024/12/15,5764
SC19,2024/12/16,5954
SC19,2024/12/17,6270
SC19,2024/12/18,6645
SC19,2024/12/19,6447
SC19,2024/12/20,6483
SC19,2024/12/21,3592
SC19,2024/12/22,5567
SC19,2024/12/23,6699
SC19,2024/12/24,6618
SC19,2024/12/25,5764
SC19,2024/12/26,5954
SC19,2024/12/27,6270
SC19,2024/12/28,6645
SC19,2024/12/29,6447
SC19,2024/12/30,6483
SC2,2024/12/1,8594
SC2,2024/12/2,6880
SC2,2024/12/3,7182
SC2,2024/12/4,7278
SC2,2024/12/5,7279
SC2,2024/12/6,7105
SC2,2024/12/7,6853
SC2,2024/12/8,6723
SC2,2024/12/9,6772
SC2,2024/12/10,6850
SC2,2024/12/11,8594
SC2,2024/12/12,6880
SC2,2024/12/13,7182
SC2,2024/12/14,7278
SC2,2024/12/15,7279
SC2,2024/12/16,7105
SC2,2024/12/17,6853
SC2,2024/12/18,6723
SC2,2024/12/19,6772
SC2,2024/12/20,6850
SC2,2024/12/21,8594
SC2,2024/12/22,8594
SC2,2024/12/23,7182
SC2,2024/12/24,7278
SC2,2024/12/25,7279
SC2,2024/12/26,7105
SC2,2024/12/27,6853
SC2,2024/12/28,6723
SC2,2024/12/29,6772
SC2,2024/12/30,6850
SC20,2024/12/1,385
SC20,2024/12/2,286
SC20,2024/12/3,117
SC20,2024/12/4,51
SC20,2024/12/5,126
SC20,2024/12/6,280
SC20,2024/12/7,247
SC20,2024/12/8,143
SC20,2024/12/9,124
SC20,2024/12/10,131
SC20,2024/12/11,385
SC20,2024/12/12,286
SC20,2024/12/13,117
SC20,2024/12/14,51
SC20,2024/12/15,126
SC20,2024/12/16,280
SC20,2024/12/17,247
SC20,2024/12/18,143
SC20,2024/12/19,124
SC20,2024/12/20,131
SC20,2024/12/21,387
SC20,2024/12/22,385
SC20,2024/12/23,117
SC20,2024/12/24,51
SC20,2024/12/25,126
SC20,2024/12/26,280
SC20,2024/12/27,247
SC20,2024/12/28,143
SC20,2024/12/29,124
SC20,2024/12/30,131
SC21,2024/12/1,5645
SC21,2024/12/2,1478
SC21,2024/12/3,671
SC21,2024/12/4,856
SC21,2024/12/5,1366
SC21,2024/12/6,1409
SC21,2024/12/7,1429
SC21,2024/12/8,1470
SC21,2024/12/9,1468
SC21,2024/12/10,1464
SC21,2024/12/11,5645
SC21,2024/12/12,1478
SC21,2024/12/13,671
SC21,2024/12/14,856
SC21,2024/12/15,1366
SC21,2024/12/16,1409
SC21,2024/12/17,1429
SC21,2024/12/18,1470
SC21,2024/12/19,1468
SC21,2024/12/20,1464
SC21,2024/12/21,5645
SC21,2024/12/22,5645
SC21,2024/12/23,671
SC21,2024/12/24,856
SC21,2024/12/25,1366
SC21,2024/12/26,1409
SC21,2024/12/27,1429
SC21,2024/12/28,1470
SC21,2024/12/29,1468
SC21,2024/12/30,1464
SC22,2024/12/1,10937
SC22,2024/12/2,4764
SC22,2024/12/3,5393
SC22,2024/12/4,6594
SC22,2024/12/5,6689
SC22,2024/12/6,6928
SC22,2024/12/7,7312
SC22,2024/12/8,7399
SC22,2024/12/9,6979
SC22,2024/12/10,6544
SC22,2024/12/11,10937
SC22,2024/12/12,4764
SC22,2024/12/13,5393
SC22,2024/12/14,6594
SC22,2024/12/15,6689
SC22,2024/12/16,6928
SC22,2024/12/17,7312
SC22,2024/12/18,7399
SC22,2024/12/19,6979
SC22,2024/12/20,6544
SC22,2024/12/21,10937
SC22,2024/12/22,10937
SC22,2024/12/23,5393
SC22,2024/12/24,6594
SC22,2024/12/25,6689
SC22,2024/12/26,6928
SC22,2024/12/27,7312
SC22,2024/12/28,7399
SC22,2024/12/29,6979
SC22,2024/12/30,6544
SC23,2024/12/1,5807
SC23,2024/12/2,3285
SC23,2024/12/3,3175
SC23,2024/12/4,3373
SC23,2024/12/5,3365
SC23,2024/12/6,3342
SC23,2024/12/7,3347
SC23,2024/12/8,3331
SC23,2024/12/9,3244
SC23,2024/12/10,3229
SC23,2024/12/11,5807
SC23,2024/12/12,3285
SC23,2024/12/13,3175
SC23,2024/12/14,3373
SC23,2024/12/15,3365
SC23,2024/12/16,3342
SC23,2024/12/17,3347
SC23,2024/12/18,3331
SC23,2024/12/19,3244
SC23,2024/12/20,3229
SC23,2024/12/21,5807
SC23,2024/12/22,5807
SC23,2024/12/23,3175
SC23,2024/12/24,3373
SC23,2024/12/25,3365
SC23,2024/12/26,3342
SC23,2024/12/27,3347
SC23,2024/12/28,3331
SC23,2024/12/29,3244
SC23,2024/12/30,3229
SC24,2024/12/1,9530
SC24,2024/12/2,4870
SC24,2024/12/3,4748
SC24,2024/12/4,4829
SC24,2024/12/5,4773
SC24,2024/12/6,4631
SC24,2024/12/7,4545
SC24,2024/12/8,4524
SC24,2024/12/9,4562
SC24,2024/12/10,4567
SC24,2024/12/11,9530
SC24,2024/12/12,4870
SC24,2024/12/13,4748
SC24,2024/12/14,4829
SC24,2024/12/15,4773
SC24,2024/12/16,4631
SC24,2024/12/17,4545
SC24,2024/12/18,4524
SC24,2024/12/19,4562
SC24,2024/12/20,4567
SC24,2024/12/21,9530
SC24,2024/12/22,9530
SC24,2024/12/23,4748
SC24,2024/12/24,4829
SC24,2024/12/25,4773
SC24,2024/12/26,4631
SC24,2024/12/27,4545
SC24,2024/12/28,4524
SC24,2024/12/29,4562
SC24,2024/12/30,4567
SC25,2024/12/1,65770
SC25,2024/12/2,45081
SC25,2024/12/3,45499
SC25,2024/12/4,45867
SC25,2024/12/5,45525
SC25,2024/12/6,45544
SC25,2024/12/7,44612
SC25,2024/12/8,44515
SC25,2024/12/9,44185
SC25,2024/12/10,44453
SC25,2024/12/11,65770
SC25,2024/12/12,45081
SC25,2024/12/13,45499
SC25,2024/12/14,45867
SC25,2024/12/15,45525
SC25,2024/12/16,45544
SC25,2024/12/17,44612
SC25,2024/12/18,44515
SC25,2024/12/19,44185
SC25,2024/12/20,44453
SC25,2024/12/21,65770
SC25,2024/12/22,65770
SC25,2024/12/23,45499
SC25,2024/12/24,45867
SC25,2024/12/25,45525
SC25,2024/12/26,45544
SC25,2024/12/27,44612
SC25,2024/12/28,44515
SC25,2024/12/29,44185
SC25,2024/12/30,44453
SC26,2024/12/1,6283
SC26,2024/12/2,4024
SC26,2024/12/3,4145
SC26,2024/12/4,4089
SC26,2024/12/5,4055
SC26,2024/12/6,4028
SC26,2024/12/7,4108
SC26,2024/12/8,4066
SC26,2024/12/9,3946
SC26,2024/12/10,4062
SC26,2024/12/11,6283
SC26,2024/12/12,4024
SC26,2024/12/13,4145
SC26,2024/12/14,4089
SC26,2024/12/15,4055
SC26,2024/12/16,4028
SC26,2024/12/17,4108
SC26,2024/12/18,4066
SC26,2024/12/19,3946
SC26,2024/12/20,4062
SC26,2024/12/21,6283
SC26,2024/12/22,6283
SC26,2024/12/23,4145
SC26,2024/12/24,4089
SC26,2024/12/25,4055
SC26,2024/12/26,4028
SC26,2024/12/27,4108
SC26,2024/12/28,4066
SC26,2024/12/29,3946
SC26,2024/12/30,4062
SC27,2024/12/1,8418
SC27,2024/12/2,3372
SC27,2024/12/3,3351
SC27,2024/12/4,3373
SC27,2024/12/5,3165
SC27,2024/12/6,3212
SC27,2024/12/7,3303
SC27,2024/12/8,3354
SC27,2024/12/9,3232
SC27,2024/12/10,3332
SC27,2024/12/11,8418
SC27,2024/12/12,3372
SC27,2024/12/13,3351
SC27,2024/12/14,3373
SC27,2024/12/15,3165
SC27,2024/12/16,3212
SC27,2024/12/17,3303
SC27,2024/12/18,3354
SC27,2024/12/19,3232
SC27,2024/12/20,3332
SC27,2024/12/21,8418
SC27,2024/12/22,8418
SC27,2024/12/23,3351
SC27,2024/12/24,3373
SC27,2024/12/25,3165
SC27,2024/12/26,3212
SC27,2024/12/27,3303
SC27,2024/12/28,3354
SC27,2024/12/29,3232
SC27,2024/12/30,3332
SC28,2024/12/1,1590
SC28,2024/12/2,770
SC28,2024/12/3,698
SC28,2024/12/4,853
SC28,2024/12/5,787
SC28,2024/12/6,751
SC28,2024/12/7,694
SC28,2024/12/8,687
SC28,2024/12/9,648
SC28,2024/12/10,645
SC28,2024/12/11,1590
SC28,2024/12/12,770
SC28,2024/12/13,698
SC28,2024/12/14,853
SC28,2024/12/15,787
SC28,2024/12/16,751
SC28,2024/12/17,694
SC28,2024/12/18,687
SC28,2024/12/19,648
SC28,2024/12/20,645
SC28,2024/12/21,1590
SC28,2024/12/22,1590
SC28,2024/12/23,698
SC28,2024/12/24,853
SC28,2024/12/25,787
SC28,2024/12/26,751
SC28,2024/12/27,694
SC28,2024/12/28,687
SC28,2024/12/29,648
SC28,2024/12/30,645
SC29,2024/12/1,8804
SC29,2024/12/2,6563
SC29,2024/12/3,6511
SC29,2024/12/4,6499
SC29,2024/12/5,6512
SC29,2024/12/6,6439
SC29,2024/12/7,6372
SC29,2024/12/8,6392
SC29,2024/12/9,6372
SC29,2024/12/10,6418
SC29,2024/12/11,8804
SC29,2024/12/12,6563
SC29,2024/12/13,6511
SC29,2024/12/14,6499
SC29,2024/12/15,6512
SC29,2024/12/16,6439
SC29,2024/12/17,6372
SC29,2024/12/18,6392
SC29,2024/12/19,6372
SC29,2024/12/20,6418
SC29,2024/12/21,8804
SC29,2024/12/22,8804
SC29,2024/12/23,6511
SC29,2024/12/24,6499
SC29,2024/12/25,6512
SC29,2024/12/26,6439
SC29,2024/12/27,6372
SC29,2024/12/28,6392
SC29,2024/12/29,6372
SC29,2024/12/30,6418
SC3,2024/12/1,22274
SC3,2024/12/2,13338
SC3,2024/12/3,12614
SC3,2024/12/4,13031
SC3,2024/12/5,12918
SC3,2024/12/6,12898
SC3,2024/12/7,12533
SC3,2024/12/8,12300
SC3,2024/12/9,12181
SC3,2024/12/10,12324
SC3,2024/12/11,22274
SC3,2024/12/12,13338
SC3,2024/12/13,12614
SC3,2024/12/14,13031
SC3,2024/12/15,12918
SC3,2024/12/16,12898
SC3,2024/12/17,12533
SC3,2024/12/18,12300
SC3,2024/12/19,12181
SC3,2024/12/20,12324
SC3,2024/12/21,23848
SC3,2024/12/22,22274
SC3,2024/12/23,12614
SC3,2024/12/24,13031
SC3,2024/12/25,12918
SC3,2024/12/26,12898
SC3,2024/12/27,12533
SC3,2024/12/28,12300
SC3,2024/12/29,12181
SC3,2024/12/30,12324
SC30,2024/12/1,4633
SC30,2024/12/2,3289
SC30,2024/12/3,3077
SC30,2024/12/4,3334
SC30,2024/12/5,3709
SC30,2024/12/6,3595
SC30,2024/12/7,3493
SC30,2024/12/8,3341
SC30,2024/12/9,3384
SC30,2024/12/10,3421
SC30,2024/12/11,4633
SC30,2024/12/12,3289
SC30,2024/12/13,3077
SC30,2024/12/14,3334
SC30,2024/12/15,3709
SC30,2024/12/16,3595
SC30,2024/12/17,3493
SC30,2024/12/18,3341
SC30,2024/12/19,3384
SC30,2024/12/20,3421
SC30,2024/12/21,4633
SC30,2024/12/22,4633
SC30,2024/12/23,3077
SC30,2024/12/24,3334
SC30,2024/12/25,3709
SC30,2024/12/26,3595
SC30,2024/12/27,3493
SC30,2024/12/28,3341
SC30,2024/12/29,3384
SC30,2024/12/30,3421
SC31,2024/12/1,14687
SC31,2024/12/2,11213
SC31,2024/12/3,11468
SC31,2024/12/4,11686
SC31,2024/12/5,11531
SC31,2024/12/6,11511
SC31,2024/12/7,11270
SC31,2024/12/8,11265
SC31,2024/12/9,11214
SC31,2024/12/10,11244
SC31,2024/12/11,14687
SC31,2024/12/12,11213
SC31,2024/12/13,11468
SC31,2024/12/14,11686
SC31,2024/12/15,11531
SC31,2024/12/16,11511
SC31,2024/12/17,11270
SC31,2024/12/18,11265
SC31,2024/12/19,11214
SC31,2024/12/20,11244
SC31,2024/12/21,14687
SC31,2024/12/22,14687
SC31,2024/12/23,11468
SC31,2024/12/24,11686
SC31,2024/12/25,11531
SC31,2024/12/26,11511
SC31,2024/12/27,11270
SC31,2024/12/28,11265
SC31,2024/12/29,11214
SC31,2024/12/30,11244
SC32,2024/12/1,8434
SC32,2024/12/2,1451
SC32,2024/12/3,1508
SC32,2024/12/4,1503
SC32,2024/12/5,1506
SC32,2024/12/6,1504
SC32,2024/12/7,1489
SC32,2024/12/8,1510
SC32,2024/12/9,1518
SC32,2024/12/10,1544
SC32,2024/12/11,8434
SC32,2024/12/12,1451
SC32,2024/12/13,1508
SC32,2024/12/14,1503
SC32,2024/12/15,1506
SC32,2024/12/16,1504
SC32,2024/12/17,1489
SC32,2024/12/18,1510
SC32,2024/12/19,1518
SC32,2024/12/20,1544
SC32,2024/12/21,8434
SC32,2024/12/22,8434
SC32,2024/12/23,1508
SC32,2024/12/24,1503
SC32,2024/12/25,1506
SC32,2024/12/26,1504
SC32,2024/12/27,1489
SC32,2024/12/28,1510
SC32,2024/12/29,1518
SC32,2024/12/30,1544
SC34,2024/12/1,15851
SC34,2024/12/2,7995
SC34,2024/12/3,8030
SC34,2024/12/4,7980
SC34,2024/12/5,8170
SC34,2024/12/6,8190
SC34,2024/12/7,8173
SC34,2024/12/8,8163
SC34,2024/12/9,8214
SC34,2024/12/10,8364
SC34,2024/12/11,15851
SC34,2024/12/12,7995
SC34,2024/12/13,8030
SC34,2024/12/14,7980
SC34,2024/12/15,8170
SC34,2024/12/16,8190
SC34,2024/12/17,8173
SC34,2024/12/18,8163
SC34,2024/12/19,8214
SC34,2024/12/20,8364
SC34,2024/12/21,15851
SC34,2024/12/22,15851
SC34,2024/12/23,8030
SC34,2024/12/24,7980
SC34,2024/12/25,8170
SC34,2024/12/26,8190
SC34,2024/12/27,8173
SC34,2024/12/28,8163
SC34,2024/12/29,8214
SC34,2024/12/30,8364
SC35,2024/12/1,39204
SC35,2024/12/2,30740
SC35,2024/12/3,30040
SC35,2024/12/4,29508
SC35,2024/12/5,29782
SC35,2024/12/6,29487
SC35,2024/12/7,29246
SC35,2024/12/8,29461
SC35,2024/12/9,28733
SC35,2024/12/10,29607
SC35,2024/12/11,39204
SC35,2024/12/12,30740
SC35,2024/12/13,30040
SC35,2024/12/14,29508
SC35,2024/12/15,29782
SC35,2024/12/16,29487
SC35,2024/12/17,29246
SC35,2024/12/18,29461
SC35,2024/12/19,28733
SC35,2024/12/20,29607
SC35,2024/12/21,39204
SC35,2024/12/22,39204
SC35,2024/12/23,30040
SC35,2024/12/24,29508
SC35,2024/12/25,29782
SC35,2024/12/26,29487
SC35,2024/12/27,29246
SC35,2024/12/28,29461
SC35,2024/12/29,28733
SC35,2024/12/30,29607
SC36,2024/12/1,2000
SC36,2024/12/2,370
SC36,2024/12/3,384
SC36,2024/12/4,390
SC36,2024/12/5,342
SC36,2024/12/6,287
SC36,2024/12/7,303
SC36,2024/12/8,333
SC36,2024/12/9,367
SC36,2024/12/10,428
SC36,2024/12/11,2000
SC36,2024/12/12,370
SC36,2024/12/13,384
SC36,2024/12/14,390
SC36,2024/12/15,342
SC36,2024/12/16,287
SC36,2024/12/17,303
SC36,2024/12/18,333
SC36,2024/12/19,367
SC36,2024/12/20,428
SC36,2024/12/21,1352
SC36,2024/12/22,2000
SC36,2024/12/23,384
SC36,2024/12/24,390
SC36,2024/12/25,342
SC36,2024/12/26,287
SC36,2024/12/27,303
SC36,2024/12/28,333
SC36,2024/12/29,367
SC36,2024/12/30,428
SC37,2024/12/1,3355
SC37,2024/12/2,600
SC37,2024/12/3,511
SC37,2024/12/4,667
SC37,2024/12/5,873
SC37,2024/12/6,814
SC37,2024/12/7,693
SC37,2024/12/8,642
SC37,2024/12/9,745
SC37,2024/12/10,743
SC37,2024/12/11,3355
SC37,2024/12/12,600
SC37,2024/12/13,511
SC37,2024/12/14,667
SC37,2024/12/15,873
SC37,2024/12/16,814
SC37,2024/12/17,693
SC37,2024/12/18,642
SC37,2024/12/19,745
SC37,2024/12/20,743
SC37,2024/12/21,3962
SC37,2024/12/22,3355
SC37,2024/12/23,511
SC37,2024/12/24,667
SC37,2024/12/25,873
SC37,2024/12/26,814
SC37,2024/12/27,693
SC37,2024/12/28,642
SC37,2024/12/29,745
SC37,2024/12/30,743
SC38,2024/12/1,5145
SC38,2024/12/2,3502
SC38,2024/12/3,3490
SC38,2024/12/4,3487
SC38,2024/12/5,3489
SC38,2024/12/6,3498
SC38,2024/12/7,3461
SC38,2024/12/8,3486
SC38,2024/12/9,3549
SC38,2024/12/10,3597
SC38,2024/12/11,5145
SC38,2024/12/12,3502
SC38,2024/12/13,3490
SC38,2024/12/14,3487
SC38,2024/12/15,3489
SC38,2024/12/16,3498
SC38,2024/12/17,3461
SC38,2024/12/18,3486
SC38,2024/12/19,3549
SC38,2024/12/20,3597
SC38,2024/12/21,4407
SC38,2024/12/22,5145
SC38,2024/12/23,3490
SC38,2024/12/24,3487
SC38,2024/12/25,3489
SC38,2024/12/26,3498
SC38,2024/12/27,3461
SC38,2024/12/28,3486
SC38,2024/12/29,3549
SC38,2024/12/30,3597
SC39,2024/12/1,2914
SC39,2024/12/2,2041
SC39,2024/12/3,2087
SC39,2024/12/4,2071
SC39,2024/12/5,2072
SC39,2024/12/6,2049
SC39,2024/12/7,2001
SC39,2024/12/8,2009
SC39,2024/12/9,2070
SC39,2024/12/10,2116
SC39,2024/12/11,2914
SC39,2024/12/12,2041
SC39,2024/12/13,2087
SC39,2024/12/14,2071
SC39,2024/12/15,2072
SC39,2024/12/16,2049
SC39,2024/12/17,2001
SC39,2024/12/18,2009
SC39,2024/12/19,2070
SC39,2024/12/20,2116
SC39,2024/12/21,2914
SC39,2024/12/22,2914
SC39,2024/12/23,2087
SC39,2024/12/24,2071
SC39,2024/12/25,2072
SC39,2024/12/26,2049
SC39,2024/12/27,2001
SC39,2024/12/28,2009
SC39,2024/12/29,2070
SC39,2024/12/30,2116
SC4,2024/12/1,31292
SC4,2024/12/2,24711
SC4,2024/12/3,23625
SC4,2024/12/4,22559
SC4,2024/12/5,22557
SC4,2024/12/6,21706
SC4,2024/12/7,21198
SC4,2024/12/8,21942
SC4,2024/12/9,21949
SC4,2024/12/10,21477
SC4,2024/12/11,31292
SC4,2024/12/12,24711
SC4,2024/12/13,23625
SC4,2024/12/14,22559
SC4,2024/12/15,22557
SC4,2024/12/16,21706
SC4,2024/12/17,21198
SC4,2024/12/18,21942
SC4,2024/12/19,21949
SC4,2024/12/20,21477
SC4,2024/12/21,31292
SC4,2024/12/22,31292
SC4,2024/12/23,23625
SC4,2024/12/24,22559
SC4,2024/12/25,22557
SC4,2024/12/26,21706
SC4,2024/12/27,21198
SC4,2024/12/28,21942
SC4,2024/12/29,21949
SC4,2024/12/30,21477
SC40,2024/12/1,4838
SC40,2024/12/2,2856
SC40,2024/12/3,2844
SC40,2024/12/4,2863
SC40,2024/12/5,2860
SC40,2024/12/6,2860
SC40,2024/12/7,2886
SC40,2024/12/8,2919
SC40,2024/12/9,2930
SC40,2024/12/10,2921
SC40,2024/12/11,4838
SC40,2024/12/12,2856
SC40,2024/12/13,2844
SC40,2024/12/14,2863
SC40,2024/12/15,2860
SC40,2024/12/16,2860
SC40,2024/12/17,2886
SC40,2024/12/18,2919
SC40,2024/12/19,2930
SC40,2024/12/20,2921
SC40,2024/12/21,4838
SC40,2024/12/22,4838
SC40,2024/12/23,2844
SC40,2024/12/24,2863
SC40,2024/12/25,2860
SC40,2024/12/26,2860
SC40,2024/12/27,2886
SC40,2024/12/28,2919
SC40,2024/12/29,2930
SC40,2024/12/30,2921
SC41,2024/12/1,4679
SC41,2024/12/2,1451
SC41,2024/12/3,1490
SC41,2024/12/4,1493
SC41,2024/12/5,1462
SC41,2024/12/6,1504
SC41,2024/12/7,1470
SC41,2024/12/8,1494
SC41,2024/12/9,1496
SC41,2024/12/10,1536
SC41,2024/12/11,4679
SC41,2024/12/12,1451
SC41,2024/12/13,1490
SC41,2024/12/14,1493
SC41,2024/12/15,1462
SC41,2024/12/16,1504
SC41,2024/12/17,1470
SC41,2024/12/18,1494
SC41,2024/12/19,1496
SC41,2024/12/20,1536
SC41,2024/12/21,4679
SC41,2024/12/22,4679
SC41,2024/12/23,1490
SC41,2024/12/24,1493
SC41,2024/12/25,1462
SC41,2024/12/26,1504
SC41,2024/12/27,1470
SC41,2024/12/28,1494
SC41,2024/12/29,1496
SC41,2024/12/30,1536
SC43,2024/12/1,4571
SC43,2024/12/2,2955
SC43,2024/12/3,3029
SC43,2024/12/4,2910
SC43,2024/12/5,3001
SC43,2024/12/6,2915
SC43,2024/12/7,2909
SC43,2024/12/8,2951
SC43,2024/12/9,2971
SC43,2024/12/10,2889
SC43,2024/12/11,4571
SC43,2024/12/12,2955
SC43,2024/12/13,3029
SC43,2024/12/14,2910
SC43,2024/12/15,3001
SC43,2024/12/16,2915
