日期,小时,分拣中心,货量
2023/12/8,22,SC1,2337 
2023/12/8,23,SC1,2587 
2023/12/8,24,SC1,2661 
2023/12/9,1,SC1,2581 
2023/12/9,2,SC1,2574 
2023/12/9,3,SC1,2554 
2023/12/9,4,SC1,2530 
2023/12/9,5,SC1,2397 
2023/12/9,6,SC1,1838 
2023/12/9,7,SC1,323 
2023/12/9,8,SC1,1088 
2023/12/9,9,SC1,1687 
2023/12/9,10,SC1,1433 
2023/12/9,11,SC1,1297 
2023/12/9,12,SC1,1533 
2023/12/9,13,SC1,1994 
2023/12/9,14,SC1,1793 
2023/12/9,15,SC1,338 
2023/12/9,16,SC1,585 
2023/12/9,17,SC1,909 
2023/12/9,18,SC1,928 
2023/12/9,19,SC1,1048 
2023/12/9,20,SC1,1627 
2023/12/9,21,SC1,2251 
2023/12/9,22,SC1,2249 
2023/12/9,23,SC1,2490 
2023/12/9,24,SC1,2562 
2023/12/10,1,SC1,2548 
2023/12/10,2,SC1,2542 
2023/12/10,3,SC1,2522 
2023/12/10,4,SC1,2497 
2023/12/10,5,SC1,2367 
2023/12/10,6,SC1,1814 
2023/12/10,7,SC1,319 
2023/12/10,8,SC1,1075 
2023/12/10,9,SC1,1665 
2023/12/10,10,SC1,1415 
2023/12/10,11,SC1,1281 
2023/12/10,12,SC1,1513 
2023/12/10,13,SC1,1969 
2023/12/10,14,SC1,1771 
2023/12/10,15,SC1,334 
2023/12/10,16,SC1,577 
2023/12/10,17,SC1,897 
2023/12/10,18,SC1,916 
2023/12/10,19,SC1,1034 
2023/12/10,20,SC1,1606 
2023/12/10,21,SC1,2222 
2023/12/10,22,SC1,2221 
2023/12/10,23,SC1,2459 
2023/12/10,24,SC1,2530 
2023/12/11,1,SC1,3122 
2023/12/11,2,SC1,3114 
2023/12/11,3,SC1,3090 
2023/12/11,4,SC1,3060 
2023/12/11,5,SC1,2900 
2023/12/11,6,SC1,2223 
2023/12/11,7,SC1,391 
2023/12/11,8,SC1,1317 
2023/12/11,9,SC1,2041 
2023/12/11,10,SC1,1733 
2023/12/11,11,SC1,1569 
2023/12/11,12,SC1,1854 
2023/12/11,13,SC1,2413 
2023/12/11,14,SC1,2170 
2023/12/11,15,SC1,409 
2023/12/11,16,SC1,707 
2023/12/11,17,SC1,1099 
2023/12/11,18,SC1,1123 
2023/12/11,19,SC1,1267 
2023/12/11,20,SC1,1968 
2023/12/11,21,SC1,2723 
2023/12/11,22,SC1,2721 
2023/12/11,23,SC1,3013 
2023/12/11,24,SC1,3100 
2023/12/12,1,SC1,2438 
2023/12/12,2,SC1,2432 
2023/12/12,3,SC1,2414 
2023/12/12,4,SC1,2390 
2023/12/12,5,SC1,2265 
2023/12/12,6,SC1,1736 
2023/12/12,7,SC1,305 
2023/12/12,8,SC1,1028 
2023/12/12,9,SC1,1594 
2023/12/12,10,SC1,1354 
2023/12/12,11,SC1,1226 
2023/12/12,12,SC1,1448 
2023/12/12,13,SC1,1884 
2023/12/12,14,SC1,1694 
2023/12/12,15,SC1,320 
2023/12/12,16,SC1,552 
2023/12/12,17,SC1,859 
2023/12/12,18,SC1,877 
2023/12/12,19,SC1,990 
2023/12/12,20,SC1,1537 
2023/12/12,21,SC1,2126 
2023/12/12,22,SC1,2125 
2023/12/12,23,SC1,2353 
2023/12/12,24,SC1,2421 
2023/12/13,1,SC1,2297 
2023/12/13,2,SC1,2291 
2023/12/13,3,SC1,2273 
2023/12/13,4,SC1,2251 
2023/12/13,5,SC1,2133 
2023/12/13,6,SC1,1635 
2023/12/13,7,SC1,287 
2023/12/13,8,SC1,969 
2023/12/13,9,SC1,1501 
2023/12/13,10,SC1,1275 
2023/12/13,11,SC1,1154 
2023/12/13,12,SC1,1364 
2023/12/13,13,SC1,1775 
2023/12/13,14,SC1,1596 
2023/12/13,15,SC1,301 
2023/12/13,16,SC1,520 
2023/12/13,17,SC1,809 
2023/12/13,18,SC1,826 
2023/12/13,19,SC1,932 
2023/12/13,20,SC1,1448 
2023/12/13,21,SC1,2003 
2023/12/13,22,SC1,2002 
2023/12/13,23,SC1,2216 
2023/12/13,24,SC1,2280 
2023/12/14,1,SC1,2509 
2023/12/14,2,SC1,2502 
2023/12/14,3,SC1,2483 
2023/12/14,4,SC1,2459 
2023/12/14,5,SC1,2330 
2023/12/14,6,SC1,1786 
2023/12/14,7,SC1,314 
2023/12/14,8,SC1,1058 
2023/12/14,9,SC1,1640 
2023/12/14,10,SC1,1393 
2023/12/14,11,SC1,1261 
2023/12/14,12,SC1,1490 
2023/12/14,13,SC1,1939 
2023/12/14,14,SC1,1743 
2023/12/14,15,SC1,329 
2023/12/14,16,SC1,568 
2023/12/14,17,SC1,883 
2023/12/14,18,SC1,902 
2023/12/14,19,SC1,1018 
2023/12/14,20,SC1,1581 
2023/12/14,21,SC1,2188 
2023/12/14,22,SC1,2187 
2023/12/14,23,SC1,2421 
2023/12/14,24,SC1,2491 
2023/12/15,1,SC1,2569 
2023/12/15,2,SC1,2563 
2023/12/15,3,SC1,2543 
2023/12/15,4,SC1,2518 
2023/12/15,5,SC1,2386 
2023/12/15,6,SC1,1829 
2023/12/15,7,SC1,322 
2023/12/15,8,SC1,1084 
2023/12/15,9,SC1,1679 
2023/12/15,10,SC1,1426 
2023/12/15,11,SC1,1291 
2023/12/15,12,SC1,1526 
2023/12/15,13,SC1,1985 
2023/12/15,14,SC1,1785 
2023/12/15,15,SC1,337 
2023/12/15,16,SC1,582 
2023/12/15,17,SC1,905 
2023/12/15,18,SC1,924 
2023/12/15,19,SC1,1043 
2023/12/15,20,SC1,1619 
2023/12/15,21,SC1,2241 
2023/12/15,22,SC1,2240 
2023/12/15,23,SC1,2479 
2023/12/15,24,SC1,2551 
2023/12/16,1,SC1,2665 
2023/12/16,2,SC1,2658 
2023/12/16,3,SC1,2638 
2023/12/16,4,SC1,2612 
2023/12/16,5,SC1,2475 
2023/12/16,6,SC1,1897 
2023/12/16,7,SC1,333 
2023/12/16,8,SC1,1124 
2023/12/16,9,SC1,1742 
2023/12/16,10,SC1,1479 
2023/12/16,11,SC1,1339 
2023/12/16,12,SC1,1583 
2023/12/16,13,SC1,2059 
2023/12/16,14,SC1,1852 
2023/12/16,15,SC1,349 
2023/12/16,16,SC1,604 
2023/12/16,17,SC1,938 
2023/12/16,18,SC1,958 
2023/12/16,19,SC1,1082 
2023/12/16,20,SC1,1680 
2023/12/16,21,SC1,2324 
2023/12/16,22,SC1,2323 
2023/12/16,23,SC1,2572 
2023/12/16,24,SC1,2646 
2023/12/17,1,SC1,2726 
2023/12/17,2,SC1,2719 
2023/12/17,3,SC1,2698 
2023/12/17,4,SC1,2672 
2023/12/17,5,SC1,2532 
2023/12/17,6,SC1,1941 
2023/12/17,7,SC1,341 
2023/12/17,8,SC1,1150 
2023/12/17,9,SC1,1782 
2023/12/17,10,SC1,1514 
2023/12/17,11,SC1,1370 
2023/12/17,12,SC1,1619 
2023/12/17,13,SC1,2107 
2023/12/17,14,SC1,1894 
2023/12/17,15,SC1,357 
2023/12/17,16,SC1,618 
2023/12/17,17,SC1,960 
2023/12/17,18,SC1,980 
2023/12/17,19,SC1,1107 
2023/12/17,20,SC1,1718 
2023/12/17,21,SC1,2377 
2023/12/17,22,SC1,2376 
2023/12/17,23,SC1,2631 
2023/12/17,24,SC1,2707 
2023/12/18,1,SC1,2680 
2023/12/18,2,SC1,2674 
2023/12/18,3,SC1,2653 
2023/12/18,4,SC1,2627 
2023/12/18,5,SC1,2490 
2023/12/18,6,SC1,1909 
2023/12/18,7,SC1,335 
2023/12/18,8,SC1,1131 
2023/12/18,9,SC1,1752 
2023/12/18,10,SC1,1488 
2023/12/18,11,SC1,1347 
2023/12/18,12,SC1,1592 
2023/12/18,13,SC1,2071 
2023/12/18,14,SC1,1863 
2023/12/18,15,SC1,351 
2023/12/18,16,SC1,607 
2023/12/18,17,SC1,944 
2023/12/18,18,SC1,964 
2023/12/18,19,SC1,1088 
2023/12/18,20,SC1,1690 
2023/12/18,21,SC1,2338 
2023/12/18,22,SC1,2337 
2023/12/18,23,SC1,2587 
2023/12/18,24,SC1,2661 
2023/12/19,1,SC1,2581 
2023/12/19,2,SC1,2574 
2023/12/19,3,SC1,2554 
2023/12/19,4,SC1,2530 
2023/12/19,5,SC1,2397 
2023/12/19,6,SC1,1838 
2023/12/19,7,SC1,323 
2023/12/19,8,SC1,1088 
2023/12/19,9,SC1,1687 
2023/12/19,10,SC1,1433 
2023/12/19,11,SC1,1297 
2023/12/19,12,SC1,1533 
2023/12/19,13,SC1,1994 
2023/12/19,14,SC1,1793 
2023/12/19,15,SC1,338 
2023/12/19,16,SC1,585 
2023/12/19,17,SC1,909 
2023/12/19,18,SC1,928 
2023/12/19,19,SC1,1048 
2023/12/19,20,SC1,1627 
2023/12/19,21,SC1,2251 
2023/12/19,22,SC1,2249 
2023/12/19,23,SC1,2490 
2023/12/19,24,SC1,2562 
2023/12/20,1,SC1,2548 
2023/12/20,2,SC1,2542 
2023/12/20,3,SC1,2522 
2023/12/20,4,SC1,2497 
2023/12/20,5,SC1,2367 
2023/12/20,6,SC1,1814 
2023/12/20,7,SC1,319 
2023/12/20,8,SC1,1075 
2023/12/20,9,SC1,1665 
2023/12/20,10,SC1,1415 
2023/12/20,11,SC1,1281 
2023/12/20,12,SC1,1513 
2023/12/20,13,SC1,1969 
2023/12/20,14,SC1,1771 
2023/12/20,15,SC1,334 
2023/12/20,16,SC1,577 
2023/12/20,17,SC1,897 
2023/12/20,18,SC1,916 
2023/12/20,19,SC1,1034 
2023/12/20,20,SC1,1606 
2023/12/20,21,SC1,2222 
2023/12/20,22,SC1,2221 
2023/12/20,23,SC1,2459 
2023/12/20,24,SC1,2530 
2023/12/21,1,SC1,3122 
2023/12/21,2,SC1,3114 
2023/12/21,3,SC1,3090 
2023/12/21,4,SC1,3060 
2023/12/21,5,SC1,2900 
2023/12/21,6,SC1,2223 
2023/12/21,7,SC1,391 
2023/12/21,8,SC1,1317 
2023/12/21,9,SC1,2041 
2023/12/21,10,SC1,1733 
2023/12/21,11,SC1,1569 
2023/12/21,12,SC1,1854 
2023/12/21,13,SC1,2413 
2023/12/21,14,SC1,2170 
2023/12/21,15,SC1,409 
2023/12/21,16,SC1,707 
2023/12/21,17,SC1,1099 
2023/12/21,18,SC1,1123 
2023/12/21,19,SC1,1267 
2023/12/21,20,SC1,1968 
2023/12/21,21,SC1,2723 
2023/12/21,22,SC1,2721 
2023/12/21,23,SC1,3013 
2023/12/21,24,SC1,3100 
2023/12/22,1,SC1,3122 
2023/12/22,2,SC1,3114 
2023/12/22,3,SC1,3090 
2023/12/22,4,SC1,3060 
2023/12/22,5,SC1,2900 
2023/12/22,6,SC1,2223 
2023/12/22,7,SC1,391 
2023/12/22,8,SC1,1317 
2023/12/22,9,SC1,2041 
2023/12/22,10,SC1,1733 
2023/12/22,11,SC1,1569 
2023/12/22,12,SC1,1854 
2023/12/22,13,SC1,2413 
2023/12/22,14,SC1,2170 
2023/12/22,15,SC1,409 
2023/12/22,16,SC1,707 
2023/12/22,17,SC1,1099 
2023/12/22,18,SC1,1123 
2023/12/22,19,SC1,1267 
2023/12/22,20,SC1,1968 
2023/12/22,21,SC1,2723 
2023/12/22,22,SC1,2721 
2023/12/22,23,SC1,3013 
2023/12/22,24,SC1,3100 
2023/12/23,1,SC1,2297 
2023/12/23,2,SC1,2291 
2023/12/23,3,SC1,2273 
2023/12/23,4,SC1,2251 
2023/12/23,5,SC1,2133 
2023/12/23,6,SC1,1635 
2023/12/23,7,SC1,287 
2023/12/23,8,SC1,969 
2023/12/23,9,SC1,1501 
2023/12/23,10,SC1,1275 
2023/12/23,11,SC1,1154 
2023/12/23,12,SC1,1364 
2023/12/23,13,SC1,1775 
2023/12/23,14,SC1,1596 
2023/12/23,15,SC1,301 
2023/12/23,16,SC1,520 
2023/12/23,17,SC1,809 
2023/12/23,18,SC1,826 
2023/12/23,19,SC1,932 
2023/12/23,20,SC1,1448 
2023/12/23,21,SC1,2003 
2023/12/23,22,SC1,2002 
2023/12/23,23,SC1,2216 
2023/12/23,24,SC1,2280 
2023/12/24,1,SC1,2509 
2023/12/24,2,SC1,2502 
2023/12/24,3,SC1,2483 
2023/12/24,4,SC1,2459 
2023/12/24,5,SC1,2330 
2023/12/24,6,SC1,1786 
2023/12/24,7,SC1,314 
2023/12/24,8,SC1,1058 
2023/12/24,9,SC1,1640 
2023/12/24,10,SC1,1393 
2023/12/24,11,SC1,1261 
2023/12/24,12,SC1,1490 
2023/12/24,13,SC1,1939 
2023/12/24,14,SC1,1743 
2023/12/24,15,SC1,329 
2023/12/24,16,SC1,568 
2023/12/24,17,SC1,883 
2023/12/24,18,SC1,902 
2023/12/24,19,SC1,1018 
2023/12/24,20,SC1,1581 
2023/12/24,21,SC1,2188 
2023/12/24,22,SC1,2187 
2023/12/24,23,SC1,2421 
2023/12/24,24,SC1,2491 
2023/12/25,1,SC1,2569 
2023/12/25,2,SC1,2563 
2023/12/25,3,SC1,2543 
2023/12/25,4,SC1,2518 
2023/12/25,5,SC1,2386 
2023/12/25,6,SC1,1829 
2023/12/25,7,SC1,322 
2023/12/25,8,SC1,1084 
2023/12/25,9,SC1,1679 
2023/12/25,10,SC1,1426 
2023/12/25,11,SC1,1291 
2023/12/25,12,SC1,1526 
2023/12/25,13,SC1,1985 
2023/12/25,14,SC1,1785 
2023/12/25,15,SC1,337 
2023/12/25,16,SC1,582 
2023/12/25,17,SC1,905 
2023/12/25,18,SC1,924 
2023/12/25,19,SC1,1043 
2023/12/25,20,SC1,1619 
2023/12/25,21,SC1,2241 
2023/12/25,22,SC1,2240 
2023/12/25,23,SC1,2479 
2023/12/25,24,SC1,2551 
2023/12/26,1,SC1,2665 
2023/12/26,2,SC1,2658 
2023/12/26,3,SC1,2638 
2023/12/26,4,SC1,2612 
2023/12/26,5,SC1,2475 
2023/12/26,6,SC1,1897 
2023/12/26,7,SC1,333 
2023/12/26,8,SC1,1124 
2023/12/26,9,SC1,1742 
2023/12/26,10,SC1,1479 
2023/12/26,11,SC1,1339 
2023/12/26,12,SC1,1583 
2023/12/26,13,SC1,2059 
2023/12/26,14,SC1,1852 
2023/12/26,15,SC1,349 
2023/12/26,16,SC1,604 
2023/12/26,17,SC1,938 
2023/12/26,18,SC1,958 
2023/12/26,19,SC1,1082 
2023/12/26,20,SC1,1680 
2023/12/26,21,SC1,2324 
2023/12/26,22,SC1,2323 
2023/12/26,23,SC1,2572 
2023/12/26,24,SC1,2646 
2023/12/27,1,SC1,2726 
2023/12/27,2,SC1,2719 
2023/12/27,3,SC1,2698 
2023/12/27,4,SC1,2672 
2023/12/27,5,SC1,2532 
2023/12/27,6,SC1,1941 
2023/12/27,7,SC1,341 
2023/12/27,8,SC1,1150 
2023/12/27,9,SC1,1782 
2023/12/27,10,SC1,1514 
2023/12/27,11,SC1,1370 
2023/12/27,12,SC1,1619 
2023/12/27,13,SC1,2107 
2023/12/27,14,SC1,1894 
2023/12/27,15,SC1,357 
2023/12/27,16,SC1,618 
2023/12/27,17,SC1,960 
2023/12/27,18,SC1,980 
2023/12/27,19,SC1,1107 
2023/12/27,20,SC1,1718 
2023/12/27,21,SC1,2377 
2023/12/27,22,SC1,2376 
2023/12/27,23,SC1,2631 
2023/12/27,24,SC1,2707 
2023/12/28,1,SC1,2680 
2023/12/28,2,SC1,2674 
2023/12/28,3,SC1,2653 
2023/12/28,4,SC1,2627 
2023/12/28,5,SC1,2490 
2023/12/28,6,SC1,1909 
2023/12/28,7,SC1,335 
2023/12/28,8,SC1,1131 
2023/12/28,9,SC1,1752 
2023/12/28,10,SC1,1488 
2023/12/28,11,SC1,1347 
2023/12/28,12,SC1,1592 
2023/12/28,13,SC1,2071 
2023/12/28,14,SC1,1863 
2023/12/28,15,SC1,351 
2023/12/28,16,SC1,607 
2023/12/28,17,SC1,944 
2023/12/28,18,SC1,964 
2023/12/28,19,SC1,1088 
2023/12/28,20,SC1,1690 
2023/12/28,21,SC1,2338 
2023/12/28,22,SC1,2337 
2023/12/28,23,SC1,2587 
2023/12/28,24,SC1,2661 
2023/12/29,1,SC1,2581 
2023/12/29,2,SC1,2574 
2023/12/29,3,SC1,2554 
2023/12/29,4,SC1,2530 
2023/12/29,5,SC1,2397 
2023/12/29,6,SC1,1838 
2023/12/29,7,SC1,323 
2023/12/29,8,SC1,1088 
2023/12/29,9,SC1,1687 
2023/12/29,10,SC1,1433 
2023/12/29,11,SC1,1297 
2023/12/29,12,SC1,1533 
2023/12/29,13,SC1,1994 
2023/12/29,14,SC1,1793 
2023/12/29,15,SC1,338 
2023/12/29,16,SC1,585 
2023/12/29,17,SC1,909 
2023/12/29,18,SC1,928 
2023/12/29,19,SC1,1048 
2023/12/29,20,SC1,1627 
2023/12/29,21,SC1,2251 
2023/12/29,22,SC1,2249 
2023/12/29,23,SC1,2490 
2023/12/29,24,SC1,2562 
2023/12/30,1,SC1,2548 
2023/12/30,2,SC1,2542 
2023/12/30,3,SC1,2522 
2023/12/30,4,SC1,2497 
2023/12/30,5,SC1,2367 
2023/12/30,6,SC1,1814 
2023/12/30,7,SC1,319 
2023/12/30,8,SC1,1075 
2023/12/30,9,SC1,1665 
2023/12/30,10,SC1,1415 
2023/12/30,11,SC1,1281 
2023/12/30,12,SC1,1513 
2023/12/30,13,SC1,1969 
2023/12/30,14,SC1,1771 
2023/12/30,15,SC1,334 
2023/12/30,16,SC1,577 
2023/12/30,17,SC1,897 
2023/12/30,18,SC1,916 
2023/12/30,19,SC1,1034 
2023/12/30,20,SC1,1606 
2023/12/30,21,SC1,2222 
2023/12/30,22,SC1,2221 
2023/12/30,23,SC1,2459 
2023/12/30,24,SC1,2530 
2023/12/1,1,SC10,3672 
2023/12/1,2,SC10,1758 
2023/12/1,3,SC10,2263 
2023/12/1,4,SC10,1992 
2023/12/1,5,SC10,2116 
2023/12/1,6,SC10,2159 
2023/12/1,7,SC10,524 
2023/12/1,8,SC10,138 
2023/12/1,9,SC10,516 
2023/12/1,10,SC10,566 
2023/12/1,11,SC10,1272 
2023/12/1,12,SC10,1394 
2023/12/1,13,SC10,1026 
2023/12/1,14,SC10,1181 
2023/12/1,15,SC10,661 
2023/12/1,16,SC10,327 
2023/12/1,17,SC10,363 
2023/12/1,18,SC10,921 
2023/12/1,19,SC10,1950 
2023/12/1,20,SC10,3125 
2023/12/1,21,SC10,5145 
2023/12/1,22,SC10,5034 
2023/12/1,23,SC10,4604 
2023/12/1,24,SC10,4581 
2023/12/2,1,SC10,2940 
2023/12/2,2,SC10,1407 
2023/12/2,3,SC10,1812 
2023/12/2,4,SC10,1595 
2023/12/2,5,SC10,1694 
2023/12/2,6,SC10,1729 
2023/12/2,7,SC10,419 
2023/12/2,8,SC10,110 
2023/12/2,9,SC10,413 
2023/12/2,10,SC10,453 
2023/12/2,11,SC10,1018 
2023/12/2,12,SC10,1116 
2023/12/2,13,SC10,821 
2023/12/2,14,SC10,945 
2023/12/2,15,SC10,529 
2023/12/2,16,SC10,262 
2023/12/2,17,SC10,291 
2023/12/2,18,SC10,737 
2023/12/2,19,SC10,1561 
2023/12/2,20,SC10,2502 
2023/12/2,21,SC10,4118 
2023/12/2,22,SC10,4029 
2023/12/2,23,SC10,3685 
2023/12/2,24,SC10,3667 
2023/12/3,1,SC10,2991 
2023/12/3,2,SC10,1432 
2023/12/3,3,SC10,1843 
2023/12/3,4,SC10,1622 
2023/12/3,5,SC10,1723 
2023/12/3,6,SC10,1759 
2023/12/3,7,SC10,427 
2023/12/3,8,SC10,112 
2023/12/3,9,SC10,420 
2023/12/3,10,SC10,461 
2023/12/3,11,SC10,1036 
2023/12/3,12,SC10,1135 
2023/12/3,13,SC10,835 
2023/12/3,14,SC10,962 
2023/12/3,15,SC10,538 
2023/12/3,16,SC10,266 
2023/12/3,17,SC10,296 
2023/12/3,18,SC10,750 
2023/12/3,19,SC10,1588 
2023/12/3,20,SC10,2545 
2023/12/3,21,SC10,4190 
2023/12/3,22,SC10,4099 
2023/12/3,23,SC10,3749 
2023/12/3,24,SC10,3730 
2023/12/4,1,SC10,3006 
2023/12/4,2,SC10,1439 
2023/12/4,3,SC10,1852 
2023/12/4,4,SC10,1631 
2023/12/4,5,SC10,1732 
2023/12/4,6,SC10,1767 
2023/12/4,7,SC10,429 
2023/12/4,8,SC10,113 
2023/12/4,9,SC10,422 
2023/12/4,10,SC10,464 
2023/12/4,11,SC10,1041 
2023/12/4,12,SC10,1141 
2023/12/4,13,SC10,839 
2023/12/4,14,SC10,967 
2023/12/4,15,SC10,541 
2023/12/4,16,SC10,268 
2023/12/4,17,SC10,297 
2023/12/4,18,SC10,754 
2023/12/4,19,SC10,1596 
2023/12/4,20,SC10,2558 
2023/12/4,21,SC10,4211 
2023/12/4,22,SC10,4120 
2023/12/4,23,SC10,3768 
2023/12/4,24,SC10,3749 
2023/12/5,1,SC10,3028 
2023/12/5,2,SC10,1449 
2023/12/5,3,SC10,1866 
2023/12/5,4,SC10,1642 
2023/12/5,5,SC10,1745 
2023/12/5,6,SC10,1780 
2023/12/5,7,SC10,432 
2023/12/5,8,SC10,114 
2023/12/5,9,SC10,425 
2023/12/5,10,SC10,467 
2023/12/5,11,SC10,1048 
2023/12/5,12,SC10,1150 
2023/12/5,13,SC10,846 
2023/12/5,14,SC10,974 
2023/12/5,15,SC10,545 
2023/12/5,16,SC10,270 
2023/12/5,17,SC10,300 
